Date,Number_of_Vehicles,Vehicle_Speed,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Chainage(km),Accident_Severity,No_of_accidents
05-02-2017,4,70,6,1,1,16,2,1
05-02-2017,4,60,6,1,2,20,3,1
05-02-2017,6,90,1,1,1,8,3,1
05-03-2017,1,90,1,1,1,28,3,2
05-03-2017,1,90,4,1,1,47,3,1
05-03-2017,1,90,4,2,2,22,3,1
05-03-2017,1,20,1,1,1,13,2,1
05-03-2017,1,90,1,2,2,7,3,2
05-03-2017,1,90,4,2,2,7,2,1
05-03-2017,1,90,1,1,1,9,3,2
05-03-2017,1,90,4,1,1,34,3,1
05-03-2017,1,40,4,1,2,27,3,1
05-03-2017,1,50,6,5,2,43,3,1
05-03-2017,1,60,6,5,2,43,3,1
05-03-2017,1,70,1,1,1,18,3,1
05-03-2017,1,70,1,2,2,39,3,4
05-03-2017,1,70,1,5,2,6,3,1
05-03-2017,1,70,1,8,2,1,3,1
05-03-2017,1,70,4,5,2,20,2,1
05-03-2017,1,70,6,1,1,30,3,1
05-03-2017,1,70,6,2,2,4,3,1
05-03-2017,1,20,1,1,1,33,3,1
05-03-2017,1,20,6,2,2,48,3,1
05-03-2017,1,90,1,1,1,8,3,8
05-03-2017,1,90,1,1,2,42,3,4
05-03-2017,1,90,1,2,1,32,3,1
05-03-2017,1,90,1,2,2,21,3,8
05-03-2017,1,90,1,8,2,4,2,1
05-03-2017,1,90,1,9,-1,34,3,1
05-03-2017,1,90,4,1,1,14,3,8
05-03-2017,1,90,4,1,2,16,3,2
05-03-2017,1,90,4,2,2,42,3,10
05-03-2017,1,90,4,4,2,4,3,1
05-03-2017,1,90,4,8,2,37,3,1
05-03-2017,1,90,5,1,2,33,3,1
05-03-2017,1,90,5,2,2,5,3,1
05-03-2017,1,90,7,1,1,6,2,1
05-03-2017,1,40,1,1,1,28,3,1
05-03-2017,1,50,1,1,1,19,3,1
05-03-2017,1,50,6,8,1,22,3,1
05-03-2017,1,60,1,1,2,44,3,3
05-03-2017,1,60,1,2,2,3,3,5
05-03-2017,1,60,1,3,3,20,2,1
05-03-2017,1,60,1,4,2,41,3,1
05-03-2017,1,60,1,5,2,30,3,3
05-03-2017,1,60,6,1,2,50,3,4
05-03-2017,1,60,6,2,2,35,3,4
05-03-2017,1,60,6,4,2,36,3,1
05-03-2017,1,60,6,9,2,17,3,1
05-03-2017,1,50,4,1,2,13,3,1
05-03-2017,1,60,1,2,2,48,2,1
05-03-2017,1,90,1,2,-1,17,3,1
05-03-2017,2,90,1,1,1,42,3,1
05-03-2017,2,90,4,1,1,12,3,1
05-03-2017,2,90,4,2,2,5,3,1
05-03-2017,2,90,7,1,1,27,3,1
05-03-2017,2,90,7,9,1,28,3,1
05-03-2017,2,40,1,2,2,26,3,1
05-03-2017,2,60,1,1,1,30,3,2
05-03-2017,2,60,1,1,2,10,3,1
05-03-2017,2,60,4,2,2,43,3,1
05-03-2017,2,90,1,2,2,37,3,2
05-03-2017,2,90,4,2,2,15,3,1
05-03-2017,2,90,1,1,1,39,3,3
05-03-2017,2,40,1,1,1,35,3,1
05-03-2017,2,40,4,2,2,47,3,1
05-03-2017,2,40,4,5,2,9,3,1
05-03-2017,2,40,4,9,-1,27,3,1
05-03-2017,2,70,1,1,1,19,3,2
05-03-2017,2,70,1,1,2,41,3,3
05-03-2017,2,70,1,2,2,11,3,2
05-03-2017,2,70,4,2,2,11,3,1
05-03-2017,2,70,6,1,2,39,3,1
05-03-2017,2,70,6,2,2,28,3,1
05-03-2017,2,70,6,2,4,50,2,1
05-03-2017,2,20,1,2,2,37,3,1
05-03-2017,2,20,4,1,1,49,3,1
05-03-2017,2,20,4,1,2,45,3,1
05-03-2017,2,20,4,2,2,42,3,5
05-03-2017,2,90,1,1,1,37,3,19
05-03-2017,2,90,1,1,2,12,3,8
05-03-2017,2,90,1,2,2,5,3,17
05-03-2017,2,90,1,8,2,21,3,3
05-03-2017,2,90,1,9,1,35,3,2
05-03-2017,2,90,1,9,2,8,3,1
05-03-2017,2,90,4,1,1,17,3,8
05-03-2017,2,90,4,1,2,30,3,8
05-03-2017,2,90,4,2,2,31,3,6
05-03-2017,2,90,4,8,2,9,2,2
05-03-2017,2,90,4,9,-1,42,3,1
05-03-2017,2,90,6,2,2,29,3,1
05-03-2017,2,90,7,9,-1,36,3,1
05-03-2017,2,40,1,1,1,4,3,1
05-03-2017,2,40,1,2,2,21,3,1
05-03-2017,2,40,1,5,2,27,3,1
05-03-2017,2,40,4,1,1,27,3,2
05-03-2017,2,40,4,2,2,11,3,1
05-03-2017,2,50,4,1,2,28,3,1
05-03-2017,2,50,6,2,2,26,3,1
05-03-2017,2,60,1,1,1,36,3,1
05-03-2017,2,60,1,1,2,18,3,2
05-03-2017,2,60,1,2,1,13,3,1
05-03-2017,2,60,1,2,2,8,2,5
05-03-2017,2,60,1,5,2,29,2,1
05-03-2017,2,60,6,2,2,27,3,3
05-03-2017,2,40,1,2,2,1,3,1
05-03-2017,2,90,1,9,-1,40,3,2
05-03-2017,2,90,4,1,1,20,3,1
05-03-2017,2,90,4,9,-1,20,2,1
05-03-2017,3,90,1,1,2,31,3,1
05-03-2017,3,70,1,1,1,17,3,1
05-03-2017,3,20,1,2,2,30,3,1
05-03-2017,3,20,1,9,2,36,3,1
05-03-2017,3,90,1,1,1,33,3,4
05-03-2017,3,90,1,1,2,50,3,1
05-03-2017,3,90,1,2,2,17,3,4
05-03-2017,3,90,1,8,2,50,3,1
05-03-2017,3,90,4,1,2,7,3,1
05-03-2017,3,90,4,9,-1,46,2,1
05-03-2017,3,40,1,1,1,18,2,1
05-03-2017,3,40,4,1,2,11,3,1
05-03-2017,3,60,1,1,2,27,3,1
05-03-2017,3,60,1,5,2,41,3,1
05-03-2017,4,40,1,1,1,18,3,1
05-03-2017,4,20,1,5,2,18,3,1
05-03-2017,4,90,1,1,2,12,2,1
05-03-2017,4,90,4,1,1,36,3,1
05-03-2017,4,90,4,1,2,33,3,1
05-03-2017,4,60,1,1,1,32,3,1
05-03-2017,5,70,1,2,2,17,3,1
05-03-2017,5,70,6,2,2,2,3,1
05-03-2017,5,90,1,2,2,24,3,1
05-03-2017,5,90,4,1,1,35,2,1
05-03-2017,5,20,1,1,1,44,3,1
05-03-2017,6,90,4,1,2,6,3,1
05-03-2017,7,90,4,1,2,9,2,1
05-04-2017,1,20,4,9,-1,10,3,1
05-04-2017,1,90,1,1,1,27,3,1
05-04-2017,1,90,1,1,1,46,3,2
05-04-2017,1,90,1,9,1,21,3,1
05-04-2017,1,90,1,1,1,42,3,5
05-04-2017,1,70,1,1,1,33,3,1
05-04-2017,1,20,1,1,1,25,3,7
05-04-2017,1,20,4,1,1,38,3,2
05-04-2017,1,90,1,1,1,9,3,47
05-04-2017,1,90,1,8,1,29,2,1
05-04-2017,1,90,1,9,-1,9,3,1
05-04-2017,1,90,1,9,1,19,3,2
05-04-2017,1,90,4,1,1,48,3,4
05-04-2017,1,90,4,8,1,14,3,1
05-04-2017,1,90,6,1,1,12,3,1
05-04-2017,1,90,7,9,1,21,3,1
05-04-2017,1,40,1,1,1,45,3,1
05-04-2017,1,40,4,1,1,35,3,2
05-04-2017,1,60,1,1,1,41,3,5
05-04-2017,1,60,1,2,2,30,3,1
05-04-2017,1,60,5,8,1,47,3,1
05-04-2017,1,60,6,1,1,11,3,3
05-04-2017,1,60,6,1,2,45,3,2
05-04-2017,1,90,1,1,1,8,3,2
05-04-2017,1,90,1,9,-1,41,3,1
05-04-2017,1,90,1,9,1,3,3,1
05-04-2017,2,90,1,1,1,45,3,15
05-04-2017,2,90,4,1,1,50,3,2
05-04-2017,2,40,1,1,1,10,3,4
05-04-2017,2,60,1,1,1,1,3,2
05-04-2017,2,70,1,1,1,41,3,1
05-04-2017,2,20,1,1,1,33,3,1
05-04-2017,2,90,1,1,1,35,2,2
05-04-2017,2,40,1,1,1,6,2,1
05-04-2017,2,90,1,1,1,18,3,8
05-04-2017,2,90,4,1,1,34,3,7
05-04-2017,2,90,7,1,1,48,3,1
05-04-2017,2,40,1,1,1,32,2,1
05-04-2017,2,40,4,1,1,30,3,1
05-04-2017,2,50,1,1,1,9,3,3
05-04-2017,2,60,7,1,1,46,2,1
05-04-2017,2,70,1,1,1,12,3,9
05-04-2017,2,70,1,1,2,37,3,1
05-04-2017,2,70,1,9,1,20,2,1
05-04-2017,2,70,6,1,1,10,2,2
05-04-2017,2,20,1,1,1,46,3,12
05-04-2017,2,20,1,9,1,23,3,1
05-04-2017,2,20,4,1,1,11,3,1
05-04-2017,2,90,1,1,1,17,2,90
05-04-2017,2,90,1,4,1,12,3,1
05-04-2017,2,90,1,9,-1,40,3,1
05-04-2017,2,90,1,9,1,47,3,2
05-04-2017,2,90,4,1,-1,46,3,1
05-04-2017,2,90,4,1,1,39,3,7
05-04-2017,2,90,4,9,-1,14,2,1
05-04-2017,2,90,5,1,1,49,3,1
05-04-2017,2,90,7,2,2,26,3,1
05-04-2017,2,40,1,1,1,19,3,12
05-04-2017,2,40,7,1,1,36,3,2
05-04-2017,2,50,1,1,1,17,3,6
05-04-2017,2,60,1,1,1,18,3,26
05-04-2017,2,60,4,1,1,45,2,2
05-04-2017,2,60,5,1,1,18,3,1
05-04-2017,2,60,6,1,1,29,3,1
05-04-2017,2,90,1,1,1,40,3,2
05-04-2017,2,90,1,1,1,40,3,1
05-04-2017,2,90,6,1,1,29,3,1
05-04-2017,3,60,1,1,1,12,3,1
05-04-2017,3,40,1,1,1,14,3,2
05-04-2017,3,50,1,1,1,10,3,2
05-04-2017,3,70,1,1,1,3,3,4
05-04-2017,3,20,1,1,1,21,3,1
05-04-2017,3,90,1,1,1,46,3,4
05-04-2017,3,90,4,1,1,17,3,3
05-04-2017,3,40,1,1,1,47,3,2
05-04-2017,3,50,1,1,1,36,3,1
05-04-2017,3,50,1,4,1,22,3,1
05-04-2017,3,60,1,1,1,44,3,2
05-04-2017,4,70,1,1,1,14,3,1
05-04-2017,4,90,1,1,1,19,3,4
05-04-2017,4,40,1,1,1,8,3,1
05-04-2017,4,60,1,1,1,36,3,4
05-04-2017,5,60,1,1,1,41,3,1
05-05-2017,1,90,1,1,1,26,3,2
05-05-2017,1,20,1,1,1,6,3,2
05-05-2017,1,20,4,1,1,13,3,1
05-05-2017,1,90,1,1,1,12,3,6
05-05-2017,1,90,4,1,1,33,3,1
05-05-2017,1,90,1,1,1,31,3,2
05-05-2017,1,90,4,1,1,3,3,1
05-05-2017,1,40,1,1,1,27,3,1
05-05-2017,1,70,1,1,1,23,2,3
05-05-2017,1,70,4,1,1,49,3,1
05-05-2017,1,70,7,1,1,27,3,1
05-05-2017,1,20,1,1,1,46,3,5
05-05-2017,1,20,4,1,1,16,3,1
05-05-2017,1,90,1,1,1,3,3,46
05-05-2017,1,90,1,4,1,10,3,2
05-05-2017,1,90,1,9,-1,5,3,1
05-05-2017,1,90,1,9,1,28,3,1
05-05-2017,1,90,4,1,1,35,3,9
05-05-2017,1,90,4,4,1,4,2,1
05-05-2017,1,90,4,9,1,10,3,1
05-05-2017,1,90,7,1,1,1,3,5
05-05-2017,1,90,7,9,1,36,3,1
05-05-2017,1,50,1,1,1,39,3,1
05-05-2017,1,60,1,1,1,2,3,7
05-05-2017,1,60,1,4,1,50,3,1
05-05-2017,1,60,6,1,1,17,3,3
05-05-2017,1,60,6,9,1,6,2,1
05-05-2017,1,60,7,2,2,34,2,1
05-05-2017,1,20,1,1,1,22,3,1
05-05-2017,1,40,1,9,-1,3,3,1
05-05-2017,2,90,1,1,1,26,3,10
05-05-2017,2,90,4,1,1,4,3,1
05-05-2017,2,40,1,1,1,50,3,3
05-05-2017,2,40,4,1,1,14,2,1
05-05-2017,2,50,4,1,1,38,3,1
05-05-2017,2,60,1,1,1,25,3,1
05-05-2017,2,70,1,1,1,20,3,3
05-05-2017,2,20,1,1,1,41,3,2
05-05-2017,2,90,1,1,1,16,3,6
05-05-2017,2,90,4,1,1,41,3,1
05-05-2017,2,90,1,1,1,16,3,7
05-05-2017,2,90,4,1,1,12,3,2
05-05-2017,2,90,4,1,2,40,3,1
05-05-2017,2,40,1,1,1,45,3,3
05-05-2017,2,40,4,1,1,25,3,1
05-05-2017,2,60,1,1,1,20,3,1
05-05-2017,2,60,1,4,1,13,3,1
05-05-2017,2,70,1,1,1,22,3,6
05-05-2017,2,70,4,1,1,46,3,3
05-05-2017,2,70,6,1,1,19,3,1
05-05-2017,2,20,1,1,1,34,3,15
05-05-2017,2,20,1,4,1,2,3,1
05-05-2017,2,20,4,1,1,5,2,1
05-05-2017,2,20,7,1,1,28,3,1
05-05-2017,2,90,1,1,1,31,3,101
05-05-2017,2,90,1,2,1,4,2,1
05-05-2017,2,90,1,4,1,41,3,1
05-05-2017,2,90,1,9,-1,3,3,1
05-05-2017,2,90,1,9,1,23,3,1
05-05-2017,2,90,4,1,1,25,3,14
05-05-2017,2,90,6,1,1,35,3,1
05-05-2017,2,90,7,1,1,49,3,3
05-05-2017,2,90,7,9,1,8,3,1
05-05-2017,2,40,1,1,1,25,3,11
05-05-2017,2,40,5,1,1,24,3,1
05-05-2017,2,50,1,1,1,22,3,3
05-05-2017,2,50,1,9,1,3,2,1
05-05-2017,2,60,1,1,1,30,2,27
05-05-2017,2,60,4,1,1,9,3,1
05-05-2017,2,60,6,1,1,16,3,3
05-05-2017,2,90,1,1,1,32,3,1
05-05-2017,2,60,1,1,1,46,3,2
05-05-2017,2,90,1,9,-1,12,3,1
05-05-2017,3,90,1,1,1,38,2,2
05-05-2017,3,40,1,1,1,36,3,1
05-05-2017,3,40,4,1,1,5,3,1
05-05-2017,3,70,1,1,1,22,2,5
05-05-2017,3,90,1,1,1,27,3,11
05-05-2017,3,90,1,4,1,14,3,1
05-05-2017,3,90,4,1,1,18,3,1
05-05-2017,3,50,1,1,1,8,3,1
05-05-2017,3,60,1,1,1,33,3,6
05-05-2017,3,60,1,9,1,26,2,1
05-05-2017,3,20,1,1,1,16,3,1
05-05-2017,4,60,4,1,1,10,3,1
05-05-2017,4,90,1,9,1,41,2,1
05-05-2017,4,50,4,1,1,23,3,1
05-05-2017,4,70,1,1,1,46,3,1
05-05-2017,4,20,4,1,1,42,3,1
05-05-2017,4,90,1,1,1,7,3,3
05-05-2017,4,90,4,1,1,27,3,1
05-05-2017,4,50,1,8,1,22,3,1
05-05-2017,4,60,1,1,1,23,3,1
05-05-2017,4,60,6,1,1,9,3,1
05-06-2017,1,90,1,2,2,48,3,1
05-06-2017,1,70,1,2,2,29,3,1
05-06-2017,1,90,1,2,2,50,3,1
05-06-2017,1,90,4,2,2,26,3,1
05-06-2017,1,90,5,5,2,48,3,1
05-06-2017,1,40,1,9,2,31,3,1
05-06-2017,1,50,1,1,1,20,3,1
05-06-2017,1,50,1,5,2,43,2,1
05-06-2017,1,60,1,1,1,31,3,1
05-06-2017,1,70,1,1,1,36,3,3
05-06-2017,1,70,1,2,2,27,3,2
05-06-2017,1,70,1,5,2,10,3,1
05-06-2017,1,70,6,1,1,6,2,1
05-06-2017,1,20,1,1,1,19,2,4
